"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","Z54SJ5","CHIKUNGUNYA","Undetermined",0,"JT-23-17936",2023-06-13
"2","JT","Z54SJ5","CHIKUNGUNYA","Undetermined",0,"JT-23-17936",2023-06-13
"3","FH","QXPSNV","CHIKUNGUNYA","Undetermined",0,"FH-23-17937",2023-06-13
"4","FH","QXPSNV","CHIKUNGUNYA","Undetermined",0,"FH-23-17937",2023-06-13
"5","HS","DCMRG4","CHIKUNGUNYA","Undetermined",0,"HS-23-17938",2023-06-13
"6","HS","DCMRG4","CHIKUNGUNYA","Undetermined",0,"HS-23-17938",2023-06-13
"7","RB","M5SU74","CHIKUNGUNYA","Undetermined",0,"RB-23-17939",2023-06-13
"8","RB","M5SU74","CHIKUNGUNYA","Undetermined",0,"RB-23-17939",2023-06-13
"9","AS","DZZGHB","CHIKUNGUNYA","Undetermined",0,"AS-23-0613",2023-06-13
"10","AS","DZZGHB","CHIKUNGUNYA","Undetermined",0,"AS-23-0613",2023-06-13
"11","TC","VVBJJJ","CHIKUNGUNYA","Undetermined",0,"TC-23-0613",2023-06-13
"12","TC","VVBJJJ","CHIKUNGUNYA","Undetermined",0,"TC-23-0613",2023-06-13
"13","MC","T85MN8","CHIKUNGUNYA","Undetermined",0,"CC-23-0613",2023-06-13
"14","MC","T85MN8","CHIKUNGUNYA","Undetermined",0,"CC-23-0613",2023-06-13
"15","IA","VZ3SEJ","CHIKUNGUNYA","Undetermined",0,"IA-23-0613",2023-06-13
"16","IA","VZ3SEJ","CHIKUNGUNYA","Undetermined",0,"IA-23-0613",2023-06-13
"17","PT","MTR837","CHIKUNGUNYA","Undetermined",0,"PT-23-0613",2023-06-13
"18","PT","MTR837","CHIKUNGUNYA","Undetermined",0,"PT-23-0613",2023-06-13
"19","HO","RMR8QL","CHIKUNGUNYA","Undetermined",0,"HO-23-0613",2023-06-13
"20","HO","RMR8QL","CHIKUNGUNYA","Undetermined",0,"HO-23-0613",2023-06-13
"21","LB","MMJFC4","CHIKUNGUNYA","Undetermined",0,"LB_TX1 006132023",2023-06-13
"22","LB","MMJFC4","CHIKUNGUNYA","Undetermined",0,"LB_TX1 006132023",2023-06-13
"23","WF","N6USBW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-06-13",2023-06-13
"24","WF","N6USBW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-06-13",2023-06-13
"25","B1","EUA3PD","CHIKUNGUNYA","Undetermined",0,"BSR61523",2023-06-15
"26","B1","EUA3PD","CHIKUNGUNYA","Undetermined",0,"BSR61523",2023-06-15
"27","B2","H8YHE3","CHIKUNGUNYA","Undetermined",0,"SABIB15723",2023-06-15
"28","B2","H8YHE3","CHIKUNGUNYA","Undetermined",0,"SABIB15723",2023-06-15
"29","BC","AE2MWE","CHIKUNGUNYA","Undetermined",0,"BTC-2023-06-14",2023-06-14
"30","BC","AE2MWE","CHIKUNGUNYA","Undetermined",0,"BTC-2023-06-14",2023-06-14
"31","BW","JZM5UJ","CHIKUNGUNYA","Undetermined",0,"BTW-2023-06-14",2023-06-14
"32","BW","JZM5UJ","CHIKUNGUNYA","Undetermined",0,"BTW-2023-06-14",2023-06-14
"33","HW","HNTFCW","CHIKUNGUNYA","Undetermined",0,"HW-2023-06-14",2023-06-14
"34","HW","HNTFCW","CHIKUNGUNYA","Undetermined",0,"HW-2023-06-14",2023-06-14
