"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","GRQQNC","CHIKUNGUNYA","Undetermined",0,"JT-23-15305",2023-05-22
"2","JT","GRQQNC","CHIKUNGUNYA","Undetermined",0,"JT-23-15305",2023-05-22
"3","FH","YBK6DA","CHIKUNGUNYA","Undetermined",0,"FH-23-15306",2023-05-22
"4","FH","YBK6DA","CHIKUNGUNYA","Undetermined",0,"FH-23-15306",2023-05-22
"5","HS","QX3FWL","CHIKUNGUNYA","Undetermined",0,"HS-23-15307",2023-05-22
"6","HS","QX3FWL","CHIKUNGUNYA","Undetermined",0,"HS-23-15307",2023-05-22
"7","RB","LBT4HC","CHIKUNGUNYA","Undetermined",0,"RB-23-15308",2023-05-22
"8","RB","LBT4HC","CHIKUNGUNYA","Undetermined",0,"RB-23-15308",2023-05-22
"9","AS","JN8BNA","CHIKUNGUNYA","Undetermined",0,"AS-23-0502",2023-05-23
"10","AS","JN8BNA","CHIKUNGUNYA","Undetermined",0,"AS-23-0502",2023-05-23
"11","TC","WXUZU5","CHIKUNGUNYA","Undetermined",0,"TC-23-0517",2023-05-23
"12","TC","WXUZU5","CHIKUNGUNYA","Undetermined",0,"TC-23-0517",2023-05-23
"13","MC","KYGZYP","CHIKUNGUNYA","Undetermined",0,"CC-23-0517",2023-05-23
"14","MC","KYGZYP","CHIKUNGUNYA","Undetermined",0,"CC-23-0517",2023-05-23
"15","IA","F4XEM6","CHIKUNGUNYA","Undetermined",0,"IA-23-0517",2023-05-23
"16","IA","F4XEM6","CHIKUNGUNYA","Undetermined",0,"IA-23-0517",2023-05-23
"17","PT","MHQXP7","CHIKUNGUNYA","Undetermined",0,"PT-23-0517",2023-05-23
"18","PT","MHQXP7","CHIKUNGUNYA","Undetermined",0,"PT-23-0517",2023-05-23
"19","HO","YEC3BK","CHIKUNGUNYA","Undetermined",0,"HO-23-0517",2023-05-23
"20","HO","YEC3BK","CHIKUNGUNYA","Undetermined",0,"HO-23-0517",2023-05-23
"21","LB","FM2FEQ","CHIKUNGUNYA","Undetermined",0,"LB_TX1 005232023",2023-05-22
