"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","ZNGEFP","CHIKUNGUNYA","Undetermined",0,"JT-23-14762",2023-05-15
"2","JT","ZNGEFP","CHIKUNGUNYA","Undetermined",0,"JT-23-14762",2023-05-15
"3","FH","U6MPMQ","CHIKUNGUNYA","Undetermined",0,"FH-23-14763",2023-05-15
"4","FH","U6MPMQ","CHIKUNGUNYA","Undetermined",0,"FH-23-14763",2023-05-15
"5","HS","STFYK4","CHIKUNGUNYA","Undetermined",0,"HS-23-14764",2023-05-15
"6","HS","STFYK4","CHIKUNGUNYA","Undetermined",0,"HS-23-14764",2023-05-15
"7","RB","XN2HE5","CHIKUNGUNYA","Undetermined",0,"RB-23-14765",2023-05-15
"8","RB","XN2HE5","CHIKUNGUNYA","Undetermined",0,"RB-23-14765",2023-05-15
"9","TC","DX6FM5","CHIKUNGUNYA","Undetermined",0,"TC-23-0517",2023-05-17
"10","TC","DX6FM5","CHIKUNGUNYA","Undetermined",0,"TC-23-0517",2023-05-17
"11","MC","K8YLFV","CHIKUNGUNYA","Undetermined",0,"MC-23-0517",2023-05-17
"12","MC","K8YLFV","CHIKUNGUNYA","Undetermined",0,"MC-23-0517",2023-05-17
"13","IA","B6H2RW","CHIKUNGUNYA","Undetermined",0,"IA-23-0517",2023-05-17
"14","IA","B6H2RW","CHIKUNGUNYA","Undetermined",0,"IA-23-0517",2023-05-17
"15","PT","BDWF4J","CHIKUNGUNYA","Undetermined",0,"PT-23-0517",2023-05-17
"16","PT","BDWF4J","CHIKUNGUNYA","Undetermined",0,"PT-23-0517",2023-05-17
"17","HO","HC42L4","CHIKUNGUNYA","Undetermined",0,"HO-23-0517",2023-05-17
"18","HO","HC42L4","CHIKUNGUNYA","Undetermined",0,"HO-23-0517",2023-05-17
"19","LB","Z3HYKK","CHIKUNGUNYA","Undetermined",0,"LB_TX1 005162023",2023-05-15
"20","LB","Z3HYKK","CHIKUNGUNYA","Undetermined",0,"LB_TX1 005162023",2023-05-15
"21","WF","XGYKXS","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-16",2023-05-15
"22","WF","XGYKXS","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-16",2023-05-15
"23","B1","UTKFJG","CHIKUNGUNYA","Undetermined",0,"BSR51723",2023-05-16
