"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","LB","FM2FEQ","CHIKUNGUNYA","Undetermined",0,"JT-23-21082",2023-07-06
"2","LB","FM2FEQ","CHIKUNGUNYA","Undetermined",0,"JT-23-21082",2023-07-06
"3","WF","DP3596","CHIKUNGUNYA","Undetermined",0,"FH-23-21083",2023-07-06
"4","WF","DP3596","CHIKUNGUNYA","Undetermined",0,"FH-23-21083",2023-07-06
"5","B1","NKHTVA","CHIKUNGUNYA","Undetermined",0,"HS-23-21084",2023-07-06
"6","B1","NKHTVA","CHIKUNGUNYA","Undetermined",0,"HS-23-21084",2023-07-06
"7","B2","VHREHM","CHIKUNGUNYA","Undetermined",0,"RB-23-21085",2023-07-06
"8","B2","VHREHM","CHIKUNGUNYA","Undetermined",0,"RB-23-21085",2023-07-06
"9","BC","BDJGHG","CHIKUNGUNYA","Undetermined",0,"AS-23-0706",2023-07-06
"10","BC","BDJGHG","CHIKUNGUNYA","Undetermined",0,"AS-23-0706",2023-07-06
"11","BW","ZW4G8Y","CHIKUNGUNYA","Undetermined",0,"TC-23-0706",2023-07-06
"12","BW","ZW4G8Y","CHIKUNGUNYA","Undetermined",0,"TC-23-0706",2023-07-06
"13","HW","MFUHYA","CHIKUNGUNYA","Undetermined",0,"MC-23-0706",2023-07-06
"14","HW","MFUHYA","CHIKUNGUNYA","Undetermined",0,"MC-23-0706",2023-07-06
"15","FR","PJSUTZ","CHIKUNGUNYA","Undetermined",0,"IA-23-0706",2023-07-06
"16","FR","PJSUTZ","CHIKUNGUNYA","Undetermined",0,"IA-23-0706",2023-07-06
"17","LB","FM2FEQ","DENGUE","Undetermined",0,"JT-23-21082",2023-07-06
"18","LB","FM2FEQ","DENGUE","Undetermined",0,"JT-23-21082",2023-07-06
"19","WF","DP3596","DENGUE","Undetermined",0,"FH-23-21083",2023-07-06
"20","WF","DP3596","DENGUE","Undetermined",0,"FH-23-21083",2023-07-06
