"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","JA2BUN","CHIKUNGUNYA","Undetermined",0,"JT-23-19215",2023-06-22
"2","JT","JA2BUN","CHIKUNGUNYA","Undetermined",0,"JT-23-19215",2023-06-22
"3","FH","QK82HM","CHIKUNGUNYA","Undetermined",0,"FH-23-19216",2023-06-22
"4","FH","QK82HM","CHIKUNGUNYA","Undetermined",0,"FH-23-19216",2023-06-22
"5","HS","NQN4F4","CHIKUNGUNYA","Undetermined",0,"HS-23-19217",2023-06-22
"6","HS","NQN4F4","CHIKUNGUNYA","Undetermined",0,"HS-23-19217",2023-06-22
"7","RB","KJF82V","CHIKUNGUNYA","Undetermined",0,"RB-23-19218",2023-06-22
"8","RB","KJF82V","CHIKUNGUNYA","Undetermined",0,"RB-23-19218",2023-06-22
"9","AS","KS38ME","CHIKUNGUNYA","Undetermined",0,"AS-23-0621",2023-06-21
"10","AS","KS38ME","CHIKUNGUNYA","Undetermined",0,"AS-23-0621",2023-06-21
"11","TC","TTRD9N","CHIKUNGUNYA","Undetermined",0,"TC-23-0621",2023-06-21
"12","TC","TTRD9N","CHIKUNGUNYA","Undetermined",0,"TC-23-0621",2023-06-21
"13","MC","NXNACS","CHIKUNGUNYA","Undetermined",0,"MC-23-0621",2023-06-21
"14","MC","NXNACS","CHIKUNGUNYA","Undetermined",0,"MC-23-0621",2023-06-21
"15","IA","F6HLS7","CHIKUNGUNYA","Undetermined",0,"IA-23-0621",2023-06-21
"16","IA","F6HLS7","CHIKUNGUNYA","Undetermined",0,"IA-23-0621",2023-06-21
"17","PT","BHP2HM","CHIKUNGUNYA","Undetermined",0,"PT-23-0621",2023-06-21
"18","PT","BHP2HM","CHIKUNGUNYA","Undetermined",0,"PT-23-0621",2023-06-21
"19","HO","M85Y4M","CHIKUNGUNYA","Undetermined",0,"HO-23-0621",2023-06-21
"20","HO","M85Y4M","CHIKUNGUNYA","Undetermined",0,"HO-23-0621",2023-06-21
"21","LB","L42MUG","CHIKUNGUNYA","Undetermined",0,"LB_TX1 006202023",2023-06-20
"22","LB","L42MUG","CHIKUNGUNYA","Undetermined",0,"LB_TX1 006202023",2023-06-20
"23","WF","RADRC6","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-06-20",2023-06-20
"24","WF","RADRC6","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-06-20",2023-06-20
"25","B1","YYGWCZ","CHIKUNGUNYA","Undetermined",0,"BSR62123",2023-06-22
"26","B1","YYGWCZ","CHIKUNGUNYA","Undetermined",0,"BSR62123",2023-06-22
"27","BC","FUXMR3","CHIKUNGUNYA","Undetermined",0,"BTC-2023-06-21",2023-06-21
"28","BC","FUXMR3","CHIKUNGUNYA","Undetermined",0,"BTC-2023-06-21",2023-06-21
"29","BW","EMFG7J","CHIKUNGUNYA","Undetermined",0,"BTW-2023-06-21",2023-06-21
"30","BW","EMFG7J","CHIKUNGUNYA","Undetermined",0,"BTW-2023-06-21",2023-06-21
"31","HW","M282DD","CHIKUNGUNYA","Undetermined",0,"HW-2023-06-21",2023-06-21
