"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","WDW5JT","CHIKUNGUNYA","Undetermined",0,"JT-23-13832",2023-05-08
"2","JT","WDW5JT","CHIKUNGUNYA","Undetermined",0,"JT-23-13832",2023-05-08
"3","FH","EMKA9J","CHIKUNGUNYA","Undetermined",0,"FH-23-13833",2023-05-08
"4","FH","EMKA9J","CHIKUNGUNYA","Undetermined",0,"FH-23-13833",2023-05-08
"5","HS","BNM4AP","CHIKUNGUNYA","Undetermined",0,"HS-23-13834",2023-05-08
"6","HS","BNM4AP","CHIKUNGUNYA","Undetermined",0,"HS-23-13834",2023-05-08
"7","RB","ZD45AS","CHIKUNGUNYA","Undetermined",0,"RB-23-13835",2023-05-08
"8","RB","ZD45AS","CHIKUNGUNYA","Undetermined",0,"RB-23-13835",2023-05-08
"9","AS","ZJKM9P","CHIKUNGUNYA","Undetermined",0,"AS-23-0509",2023-05-09
"10","AS","ZJKM9P","CHIKUNGUNYA","Undetermined",0,"AS-23-0509",2023-05-09
"11","TC","C2AKQQ","CHIKUNGUNYA","Undetermined",0,"TC-23-0509",2023-05-09
"12","TC","C2AKQQ","CHIKUNGUNYA","Undetermined",0,"TC-23-0509",2023-05-09
"13","MC","BS5A9W","CHIKUNGUNYA","Undetermined",0,"CC-23-0509",2023-05-09
"14","MC","BS5A9W","CHIKUNGUNYA","Undetermined",0,"CC-23-0509",2023-05-09
"15","IA","KK7TTQ","CHIKUNGUNYA","Undetermined",0,"IA-23-0509",2023-05-09
"16","IA","KK7TTQ","CHIKUNGUNYA","Undetermined",0,"IA-23-0509",2023-05-09
"17","PT","MBJMYL","CHIKUNGUNYA","Undetermined",0,"PT-23-0509",2023-05-09
"18","PT","MBJMYL","CHIKUNGUNYA","Undetermined",0,"PT-23-0509",2023-05-09
"19","HO","NUGS9N","CHIKUNGUNYA","Undetermined",0,"HO-23-0509",2023-05-09
"20","HO","NUGS9N","CHIKUNGUNYA","Undetermined",0,"HO-23-0509",2023-05-09
"21","LB","L2N672","CHIKUNGUNYA","Undetermined",0,"LB_TX1 00502092023",2023-05-08
"22","LB","L2N672","CHIKUNGUNYA","Undetermined",0,"LB_TX1 00502092023",2023-05-08
"23","WF","LKRNKJ","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-09",2023-05-10
"24","WF","LKRNKJ","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-05-09",2023-05-10
"25","B1","B52AV2","CHIKUNGUNYA","Undetermined",0,"BSR5323",2023-05-09
"26","B1","B52AV2","CHIKUNGUNYA","Undetermined",0,"BSR5323",2023-05-09
"27","JT","WDW5JT","DENGUE","Undetermined",0,"JT-23-13832",2023-05-08
"28","JT","WDW5JT","DENGUE","Undetermined",0,"JT-23-13832",2023-05-08
